"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"04/01/2022","9,02","8,45","-5,71","8,42","9,05","32,67M"
"03/01/2022","9,56","8,96","-3,67","8,83","9,61","54,29M"
"30/12/2021","9,60","9,30","-2,24","9,30","9,74","84,56M"
"29/12/2021","8,97","9,51","5,89","8,90","9,80","78,26M"
"28/12/2021","8,78","8,99","3,24","8,69","9,05","35,91M"
"27/12/2021","8,26","8,70","5,37","8,26","8,74","43,07M"
"23/12/2021","8,23","8,26","0,63","8,21","8,51","13,95M"
"22/12/2021","8,20","8,21","0,42","8,03","8,39","15,56M"
"21/12/2021","8,39","8,17","-1,54","8,13","8,45","14,73M"
"20/12/2021","8,45","8,30","-3,76","8,21","8,47","16,86M"
"17/12/2021","8,29","8,63","0,40","8,16","8,63","21,00M"
"16/12/2021","9,07","8,59","-4,37","8,53","9,26","25,38M"
"15/12/2021","8,77","8,99","3,54","8,41","9,05","26,89M"
"14/12/2021","9,04","8,68","-3,05","8,65","9,11","21,53M"
"13/12/2021","9,22","8,95","-1,96","8,94","9,47","28,66M"
"10/12/2021","8,96","9,13","2,98","8,79","9,21","35,99M"
"09/12/2021","8,91","8,87","-2,90","8,71","9,32","38,05M"
"08/12/2021","8,69","9,13","5,42","8,33","9,19","52,59M"
"07/12/2021","8,61","8,66","3,25","8,47","8,89","43,54M"
"06/12/2021","8,61","8,39","-0,91","8,12","8,70","42,54M"
"03/12/2021","8,19","8,46","3,33","8,17","8,87","49,02M"
"02/12/2021","7,69","8,19","8,11","7,69","8,23","49,22M"
"01/12/2021","8,03","7,58","-3,06","7,58","8,31","38,37M"
"30/11/2021","7,97","7,82","-3,88","7,69","8,29","25,64M"
"29/11/2021","8,11","8,13","1,71","8,11","8,51","29,58M"
"26/11/2021","7,87","8,00","-3,40","7,58","8,00","33,67M"
"25/11/2021","8,22","8,28","1,57","8,15","8,51","26,50M"
"24/11/2021","7,90","8,15","3,13","7,71","8,28","28,84M"
"23/11/2021","7,82","7,90","2,66","7,60","8,00","28,70M"
"22/11/2021","7,78","7,70","-0,99","7,53","8,00","20,34M"
"19/11/2021","7,50","7,77","3,05","7,36","7,88","23,51M"
"18/11/2021","7,52","7,54","0,80","7,43","7,80","22,90M"
"17/11/2021","7,77","7,48","-2,99","7,34","8,00","34,36M"
"16/11/2021","8,00","7,71","-3,11","7,44","8,15","35,70M"
"12/11/2021","8,45","7,96","-3,81","7,88","8,48","31,44M"
"11/11/2021","8,08","8,28","4,19","7,96","8,65","60,85M"
"10/11/2021","8,12","7,94","0,00","7,80","8,21","36,45M"
"09/11/2021","7,71","7,94","2,65","7,71","8,10","23,86M"
"08/11/2021","7,88","7,74","-1,84","7,69","8,04","18,04M"
"05/11/2021","7,61","7,88","5,00","7,53","7,92","28,82M"
"04/11/2021","7,61","7,51","-2,11","7,42","7,98","23,94M"
"03/11/2021","7,54","7,67","0,45","7,45","7,92","34,03M"
"01/11/2021","n/d","7,64","6,17","7,17","7,68","21,37M"
"29/10/2021","7,47","7,19","-2,77","7,13","7,61","28,63M"
"28/10/2021","7,85","7,40","-7,47","7,40","7,93","46,44M"
"27/10/2021","7,94","8,00","0,86","7,91","8,35","28,48M"
"26/10/2021","8,29","7,93","-4,72","7,90","8,75","39,92M"
"25/10/2021","8,06","8,32","5,29","8,06","8,61","45,07M"
"22/10/2021","8,46","7,90","-7,03","7,39","8,46","68,42M"
"21/10/2021","8,64","8,50","-4,69","8,24","8,73","36,00M"
"20/10/2021","8,88","8,92","5,03","8,68","9,09","54,76M"
"19/10/2021","8,73","8,49","-3,86","8,39","8,85","27,64M"
"18/10/2021","8,61","8,83","0,19","8,53","8,91","33,19M"
"15/10/2021","8,88","8,81","-0,67","8,80","9,06","28,13M"
"14/10/2021","9,35","8,87","-2,62","8,75","9,66","52,79M"
"13/10/2021","8,53","9,11","7,12","8,47","9,11","35,35M"
"11/10/2021","8,35","8,51","1,74","8,28","8,83","33,02M"
"08/10/2021","8,29","8,36","1,77","8,26","8,65","33,49M"
"07/10/2021","8,52","8,22","-1,84","8,15","8,64","30,18M"
"06/10/2021","8,29","8,37","-1,90","8,14","8,51","27,51M"
"05/10/2021","8,81","8,53","-2,15","8,42","8,85","34,18M"
"04/10/2021","8,92","8,72","-3,77","8,64","9,05","24,14M"
"01/10/2021","8,76","9,06","3,61","8,76","9,14","50,31M"
"30/09/2021","9,21","8,75","-2,47","8,58","9,21","41,55M"
"29/09/2021","8,97","8,97","2,24","8,61","9,20","53,57M"
"28/09/2021","9,50","8,77","-7,89","8,68","9,50","75,42M"
"27/09/2021","9,94","9,52","-4,04","9,40","10,07","57,26M"
"24/09/2021","9,94","9,92","-1,77","9,65","9,98","49,61M"
"23/09/2021","9,80","10,10","3,68","9,80","10,52","71,16M"
"22/09/2021","10,03","9,74","-0,26","9,67","10,38","63,77M"
"21/09/2021","9,99","9,77","0,79","9,66","10,11","50,41M"
"20/09/2021","9,98","9,69","-6,73","9,55","10,14","68,05M"
"17/09/2021","10,67","10,39","-4,02","10,20","10,74","66,77M"
"16/09/2021","11,01","10,83","-3,65","10,75","11,23","53,47M"
"15/09/2021","11,26","11,24","-0,15","11,03","11,49","46,09M"
"14/09/2021","11,26","11,26","2,33","11,02","11,68","80,23M"
"13/09/2021","10,76","11,00","4,71","10,49","11,07","61,60M"
"10/09/2021","10,90","10,50","0,41","10,39","10,98","143,04M"
"09/09/2021","9,85","10,46","5,87","9,75","10,62","125,83M"
"08/09/2021","10,84","9,88","-9,60","9,88","10,84","122,10M"
"06/09/2021","10,79","10,93","1,03","10,55","11,02","47,16M"
"03/09/2021","11,43","10,82","-4,23","10,80","11,58","92,10M"
"02/09/2021","12,64","11,30","-10,30","11,28","12,76","127,79M"
"01/09/2021","12,35","12,59","3,00","11,90","12,81","95,34M"
"31/08/2021","12,56","12,23","-2,45","12,13","12,91","98,66M"
"30/08/2021","12,54","12,54","0,00","12,42","12,99","67,02M"
"27/08/2021","n/d","12,54","2,37","12,30","12,94","108,54M"
"26/08/2021","11,37","12,25","6,14","11,35","12,45","130,15M"
"25/08/2021","11,25","11,54","2,42","11,17","11,92","104,64M"
"24/08/2021","10,58","11,26","7,84","10,52","11,35","84,64M"
"23/08/2021","10,55","10,44","-0,33","10,28","10,83","55,42M"
"20/08/2021","9,81","10,48","5,23","9,74","10,57","54,55M"
"19/08/2021","9,67","9,96","0,78","9,44","9,98","43,15M"
"18/08/2021","9,81","9,88","1,14","9,52","10,19","52,53M"
"17/08/2021","9,45","9,77","0,26","9,00","10,07","90,41M"
"16/08/2021","10,12","9,74","-4,43","9,54","10,15","64,82M"
"13/08/2021","10,85","10,20","-5,01","10,15","10,86","77,19M"
"12/08/2021","11,42","10,73","-5,98","10,71","11,56","73,72M"
"11/08/2021","10,93","11,42","6,53","10,84","11,88","166,11M"
"10/08/2021","10,83","10,72","0,08","10,67","11,02","41,71M"
"09/08/2021","10,43","10,71","4,32","10,28","10,81","56,36M"
