"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"28/12/2021","26,20","26,62","0,84","26,20","27,10","19,63M"
"27/12/2021","26,06","26,40","1,26","26,06","26,58","19,66M"
"23/12/2021","26,46","26,07","-1,32","25,95","26,62","13,36M"
"22/12/2021","26,55","26,42","-0,37","26,24","26,99","18,97M"
"21/12/2021","26,56","26,51","0,96","25,66","26,61","21,34M"
"20/12/2021","26,26","26,26","-1,63","25,42","26,63","22,18M"
"17/12/2021","26,30","26,70","1,10","25,67","26,70","28,20M"
"16/12/2021","27,00","26,41","-1,37","26,07","27,29","16,67M"
"15/12/2021","25,94","26,78","2,75","25,81","26,87","15,19M"
"14/12/2021","27,09","26,06","-3,06","25,94","27,25","24,86M"
"13/12/2021","27,35","26,88","-0,89","26,76","27,87","24,76M"
"10/12/2021","26,63","27,12","2,86","26,61","27,78","24,69M"
"09/12/2021","26,27","26,37","0,04","26,03","27,27","25,06M"
"08/12/2021","25,60","26,36","2,95","25,33","26,58","19,25M"
"07/12/2021","25,81","25,60","-0,34","25,35","26,39","27,71M"
"06/12/2021","25,08","25,69","2,55","24,92","25,87","22,82M"
"03/12/2021","25,01","25,05","0,50","24,64","25,79","27,04M"
"02/12/2021","23,90","24,93","4,08","23,80","24,93","35,18M"
"01/12/2021","26,76","23,95","-6,75","23,95","26,76","54,47M"
"30/11/2021","26,13","25,68","-2,25","25,22","26,23","39,26M"
"29/11/2021","26,49","26,27","-0,04","26,01","26,76","36,48M"
"26/11/2021","26,40","26,28","-3,52","25,74","26,46","23,91M"
"25/11/2021","25,98","27,24","4,14","25,90","27,34","34,59M"
"24/11/2021","26,03","26,16","-0,59","25,48","26,19","35,98M"
"23/11/2021","27,09","26,31","-2,44","25,51","27,16","43,26M"
"22/11/2021","28,13","26,97","-4,06","26,81","28,40","34,70M"
"19/11/2021","28,42","28,11","1,72","27,82","28,88","35,01M"
"18/11/2021","27,96","27,64","0,00","27,23","28,23","26,55M"
"17/11/2021","28,39","27,64","-2,02","27,09","28,55","27,04M"
"16/11/2021","28,96","28,21","-3,03","28,00","29,22","27,10M"
"12/11/2021","28,70","29,09","1,11","28,25","29,24","43,21M"
"11/11/2021","27,44","28,77","5,16","27,17","29,31","95,29M"
"10/11/2021","26,61","27,36","2,65","26,56","27,69","59,40M"
"09/11/2021","26,24","26,65","2,30","26,10","27,31","33,81M"
"08/11/2021","26,43","26,05","-2,04","25,93","26,89","22,79M"
"05/11/2021","26,17","26,59","1,78","25,98","26,81","32,69M"
"04/11/2021","26,47","26,13","-1,96","25,89","27,11","28,07M"
"03/11/2021","25,57","26,65","3,18","25,36","26,80","37,52M"
"01/11/2021","n/d","25,83","1,41","24,89","25,92","40,18M"
"29/10/2021","25,98","25,47","-3,09","25,47","26,38","65,68M"
"28/10/2021","26,45","26,28","-2,58","25,21","26,45","156,91M"
"27/10/2021","27,09","26,98","0,36","26,73","27,46","59,48M"
"26/10/2021","27,58","26,88","-2,73","26,62","27,66","23,25M"
"25/10/2021","26,78","27,64","4,12","26,60","27,76","36,24M"
"22/10/2021","27,51","26,54","-3,59","25,52","27,72","56,23M"
"21/10/2021","27,34","27,53","-0,97","26,84","28,47","74,82M"
"20/10/2021","27,83","27,80","0,35","27,13","28,04","36,59M"
"19/10/2021","28,55","27,70","-3,96","27,51","28,74","32,68M"
"18/10/2021","28,32","28,85","0,27","27,91","29,12","23,61M"
"15/10/2021","28,89","28,77","0,03","28,64","29,34","17,46M"
"14/10/2021","28,29","28,76","0,85","28,19","28,95","49,76M"
"13/10/2021","26,96","28,52","6,24","26,75","28,52","49,66M"
"11/10/2021","27,29","26,84","-1,70","26,49","27,31","37,88M"
"08/10/2021","27,09","27,31","1,51","26,68","27,84","39,53M"
"07/10/2021","27,09","26,90","0,00","26,13","27,57","67,82M"
"06/10/2021","26,61","26,90","-0,54","25,65","27,24","90,30M"
"05/10/2021","28,40","27,05","-3,79","26,74","28,60","104,33M"
"04/10/2021","30,44","28,11","-7,13","28,06","31,26","72,99M"
"01/10/2021","30,11","30,27","0,35","29,19","30,40","40,39M"
"30/09/2021","30,61","30,16","-0,64","29,66","30,61","58,34M"
"29/09/2021","30,64","30,36","0,13","29,74","30,98","41,56M"
"28/09/2021","31,03","30,32","-3,33","30,12","31,41","40,76M"
"27/09/2021","32,24","31,36","-2,14","31,18","32,80","55,72M"
"24/09/2021","30,96","32,05","2,32","30,74","32,22","42,27M"
"23/09/2021","30,95","31,32","2,11","30,85","31,90","68,75M"
"22/09/2021","30,29","30,68","2,89","29,81","31,30","116,46M"
"21/09/2021","29,27","29,81","2,70","28,46","30,56","112,66M"
"20/09/2021","29,78","29,03","-2,76","28,61","29,98","78,85M"
"17/09/2021","29,43","29,85","1,48","28,81","30,19","86,53M"
"16/09/2021","28,96","29,42","1,03","28,56","29,60","41,00M"
"15/09/2021","29,47","29,12","-1,05","28,76","29,83","67,64M"
"14/09/2021","29,03","29,43","1,37","28,76","30,21","63,02M"
"13/09/2021","28,27","29,03","4,17","27,92","29,22","85,99M"
"10/09/2021","27,58","27,87","2,86","26,75","27,89","109,82M"
"09/09/2021","26,53","27,09","1,82","25,78","27,58","52,43M"
"08/09/2021","26,89","26,61","-2,83","26,37","27,27","46,82M"
"06/09/2021","27,41","27,39","-0,84","27,09","27,61","28,47M"
"03/09/2021","27,67","27,62","0,92","26,66","27,67","77,45M"
"02/09/2021","27,99","27,37","-2,28","27,21","27,99","33,00M"
"01/09/2021","28,17","28,00","0,14","27,41","28,59","56,21M"
"31/08/2021","28,37","27,97","-1,60","27,82","28,59","46,50M"
"30/08/2021","29,17","28,42","-2,10","28,42","29,77","44,04M"
"27/08/2021","n/d","29,03","0,50","28,86","29,46","69,53M"
"26/08/2021","28,69","28,89","0,30","28,45","29,92","85,51M"
"25/08/2021","27,57","28,80","6,29","27,09","28,96","81,72M"
"24/08/2021","27,48","27,09","1,08","26,87","27,85","32,95M"
"23/08/2021","27,63","26,80","-2,98","26,39","27,63","27,35M"
"20/08/2021","26,12","27,63","4,96","25,49","27,87","64,91M"
"19/08/2021","24,85","26,32","4,14","24,34","26,36","58,26M"
"18/08/2021","24,65","25,28","2,15","23,95","25,60","97,28M"
"17/08/2021","24,88","24,74","-3,36","23,43","25,09","82,79M"
"16/08/2021","27,20","25,60","-6,86","24,39","27,20","111,25M"
"13/08/2021","27,63","27,49","-0,59","26,15","27,68","53,26M"
"12/08/2021","28,90","27,66","-4,35","27,25","29,28","64,49M"
"11/08/2021","28,85","28,91","0,07","28,31","29,18","24,84M"
"10/08/2021","29,10","28,89","-0,63","28,43","29,38","23,17M"
"09/08/2021","29,51","29,08","-1,47","28,84","30,11","38,04M"
